
2013-03-06 15:14:25.401436,M315,OFF,Control4-Motion
2013-03-06 15:14:25.409696,LS315,14,Control4-LightSensor
2013-03-06 15:14:25.416832,BATV315,6772,Control4-BatteryVoltage
2013-03-06 15:14:25.424919,BATP315,67,Control4-BatteryPercent
2013-03-06 15:15:00.785818,M315,ON,Control4-Motion
2013-03-06 15:15:02.657915,M315,OFF,Control4-Motion
2013-03-06 15:15:44.656301,M315,ON,Control4-Motion
2013-03-06 15:15:44.666878,LS315,13,Control4-LightSensor
2013-03-06 15:15:47.467598,M315,OFF,Control4-Motion
2013-03-06 15:15:47.475899,LS315,11,Control4-LightSensor
2013-03-06 15:15:50.656810,M315,ON,Control4-Motion
2013-03-06 15:15:50.665065,LS315,07,Control4-LightSensor
2013-03-06 15:15:53.090371,M315,OFF,Control4-Motion
2013-03-06 15:15:53.097791,LS315,05,Control4-LightSensor
2013-03-07 14:05:42.779974,M315,OFF,Control4-Motion
2013-03-07 14:05:42.788134,LS315,27,Control4-LightSensor
2013-03-07 14:05:42.796875,BATV315,6732,Control4-BatteryVoltage
2013-03-07 14:05:42.804372,BATP315,66,Control4-BatteryPercent
2013-03-07 14:06:59.285117,M315,ON,Control4-Motion
2013-03-07 14:07:03.784324,M315,OFF,Control4-Motion
2013-03-07 14:12:32.062713,LS315,25,Control4-LightSensor
2013-03-07 14:12:52.312413,M315,ON,Control4-Motion
2013-03-07 14:12:53.435427,M315,OFF,Control4-Motion
2013-03-07 14:12:55.874928,M315,ON,Control4-Motion
2013-03-07 14:12:57.751536,M315,OFF,Control4-Motion
2013-03-07 14:12:58.498280,M315,ON,Control4-Motion
2013-03-07 14:13:02.996284,M315,OFF,Control4-Motion
2013-03-07 14:13:03.003773,LS315,26,Control4-LightSensor
2013-03-07 14:16:41.889023,M315,ON,Control4-Motion
2013-03-07 14:16:41.896822,LS315,25,Control4-LightSensor
2013-03-07 14:16:43.473999,M315,OFF,Control4-Motion
2013-03-07 14:22:15.129861,M315,ON,Control4-Motion
2013-03-07 14:22:15.156692,LS315,21,Control4-LightSensor
2013-03-07 14:22:19.814535,M315,OFF,Control4-Motion
2013-03-07 14:24:21.676915,M315,ON,Control4-Motion
2013-03-07 14:24:21.685121,LS315,23,Control4-LightSensor
2013-03-07 14:24:23.741490,M315,OFF,Control4-Motion
2013-03-07 14:25:01.611429,M315,ON,Control4-Motion
2013-03-07 14:25:01.619029,LS315,24,Control4-LightSensor
2013-03-07 14:25:02.736139,M315,OFF,Control4-Motion
2013-03-07 14:25:12.487301,M315,ON,Control4-Motion
2013-03-07 14:25:12.495650,LS315,23,Control4-LightSensor
2013-03-07 14:25:16.046150,M315,OFF,Control4-Motion
2013-03-07 14:25:16.053231,LS315,24,Control4-LightSensor
2013-03-07 14:28:11.256024,M315,ON,Control4-Motion
2013-03-07 14:28:11.264357,LS315,22,Control4-LightSensor
2013-03-07 14:28:15.842392,M315,OFF,Control4-Motion
2013-03-07 14:28:15.849601,LS315,21,Control4-LightSensor
2013-03-07 14:29:16.960027,M315,ON,Control4-Motion
2013-03-07 14:29:16.967422,LS315,24,Control4-LightSensor
2013-03-07 14:29:22.209830,M315,OFF,Control4-Motion
2013-03-07 14:38:49.443892,M315,ON,Control4-Motion
2013-03-07 14:38:49.452343,LS315,23,Control4-LightSensor
2013-03-07 14:38:53.839265,M315,OFF,Control4-Motion
2013-03-07 14:39:25.148486,M315,ON,Control4-Motion
2013-03-07 14:39:26.274208,M315,OFF,Control4-Motion
2013-03-07 14:45:09.739010,M315,ON,Control4-Motion
2013-03-07 14:45:09.746623,LS315,22,Control4-LightSensor
2013-03-07 14:45:12.366192,M315,OFF,Control4-Motion
2013-03-07 14:55:02.844925,LS315,20,Control4-LightSensor
2013-03-07 14:57:10.417635,M315,ON,Control4-Motion
2013-03-07 14:57:14.541876,M315,OFF,Control4-Motion
2013-03-07 14:57:52.037854,M315,ON,Control4-Motion
2013-03-07 14:57:54.287586,M315,OFF,Control4-Motion
2013-03-07 14:58:44.908605,M315,ON,Control4-Motion
2013-03-07 14:58:47.158321,M315,OFF,Control4-Motion
2013-03-07 14:59:33.839058,M315,ON,Control4-Motion
2013-03-07 14:59:37.027794,M315,OFF,Control4-Motion
2013-03-07 15:05:58.653478,M315,ON,Control4-Motion
2013-03-07 15:05:58.661968,LS315,19,Control4-LightSensor
2013-03-07 15:06:00.807704,M315,OFF,Control4-Motion
2013-03-07 15:06:02.113660,M315,ON,Control4-Motion
2013-03-07 15:06:06.239992,M315,OFF,Control4-Motion
2013-03-07 15:07:50.106424,M315,ON,Control4-Motion
2013-03-07 15:07:53.103048,M315,OFF,Control4-Motion
2013-03-07 15:08:36.223003,M315,ON,Control4-Motion
2013-03-07 15:08:39.973755,M315,OFF,Control4-Motion
2013-03-07 15:08:40.536698,M315,ON,Control4-Motion
2013-03-07 15:08:42.785776,M315,OFF,Control4-Motion
2013-03-07 15:08:50.851736,M315,ON,Control4-Motion
2013-03-07 15:08:50.858715,LS315,18,Control4-LightSensor
2013-03-07 15:08:54.034089,M315,OFF,Control4-Motion
2013-03-07 15:09:42.780004,M315,ON,Control4-Motion
2013-03-07 15:09:44.653280,M315,OFF,Control4-Motion
2013-03-07 15:09:54.966278,M315,ON,Control4-Motion
