
2013-03-06 15:08:01.576860,M306,OFF,Control4-Motion
2013-03-06 15:08:01.587441,LS306,09,Control4-LightSensor
2013-03-06 15:08:01.594398,BATV306,6693,Control4-BatteryVoltage
2013-03-06 15:08:01.602612,BATP306,66,Control4-BatteryPercent
2013-03-06 15:13:31.870438,M306,ON,Control4-Motion
2013-03-06 15:13:31.877433,LS306,08,Control4-LightSensor
2013-03-06 15:13:34.871375,M306,OFF,Control4-Motion
2013-03-06 15:13:34.878539,LS306,07,Control4-LightSensor
2013-03-06 15:13:47.992497,M306,ON,Control4-Motion
2013-03-06 15:13:51.559073,M306,OFF,Control4-Motion
2013-03-06 15:13:51.566583,LS306,08,Control4-LightSensor
2013-03-06 15:13:54.368702,M306,ON,Control4-Motion
2013-03-06 15:13:57.184074,M306,OFF,Control4-Motion
2013-03-06 15:13:57.190994,LS306,07,Control4-LightSensor
2013-03-06 15:15:29.043119,M306,ON,Control4-Motion
2013-03-06 15:15:31.857906,M306,OFF,Control4-Motion
2013-03-06 15:15:31.864966,LS306,08,Control4-LightSensor
2013-03-06 15:15:34.671096,M306,ON,Control4-Motion
2013-03-06 15:15:36.731982,M306,OFF,Control4-Motion
2013-03-06 15:25:31.452910,LS306,00,Control4-LightSensor
2013-03-07 15:29:28.366131,M306,OFF,Control4-Motion
2013-03-07 15:29:28.373253,LS306,10,Control4-LightSensor
2013-03-07 15:29:28.380479,BATV306,6653,Control4-BatteryVoltage
2013-03-07 15:29:28.388814,BATP306,65,Control4-BatteryPercent
2013-03-07 16:09:57.180293,M306,ON,Control4-Motion
2013-03-07 16:09:57.192280,LS306,09,Control4-LightSensor
2013-03-07 16:10:00.178270,M306,OFF,Control4-Motion
2013-03-07 16:10:30.949116,M306,ON,Control4-Motion
2013-03-07 16:10:33.920483,M306,OFF,Control4-Motion
2013-03-07 16:12:08.785806,M306,ON,Control4-Motion
2013-03-07 16:12:11.226016,M306,OFF,Control4-Motion
2013-03-07 16:12:19.851485,M306,ON,Control4-Motion
2013-03-07 16:12:22.660437,M306,OFF,Control4-Motion
2013-03-07 16:18:25.631646,M306,ON,Control4-Motion
2013-03-07 16:18:28.624732,M306,OFF,Control4-Motion
2013-03-07 16:26:26.161892,M306,ON,Control4-Motion
2013-03-07 16:26:28.199989,M306,OFF,Control4-Motion
2013-03-07 16:35:20.083308,M306,ON,Control4-Motion
2013-03-07 16:35:22.706295,M306,OFF,Control4-Motion
2013-03-07 16:37:18.791565,M306,ON,Control4-Motion
2013-03-07 16:37:18.801288,LS306,08,Control4-LightSensor
2013-03-07 16:37:21.195313,M306,OFF,Control4-Motion
2013-03-07 16:37:21.202514,LS306,09,Control4-LightSensor
2013-03-07 16:37:28.882060,M306,ON,Control4-Motion
2013-03-07 16:37:31.692871,M306,OFF,Control4-Motion
2013-03-07 16:38:28.875408,M306,ON,Control4-Motion
2013-03-07 16:38:31.501605,M306,OFF,Control4-Motion
2013-03-07 16:38:36.936404,M306,ON,Control4-Motion
2013-03-07 16:38:39.370737,M306,OFF,Control4-Motion
2013-03-07 16:38:46.125052,M306,ON,Control4-Motion
2013-03-07 16:38:49.122978,M306,OFF,Control4-Motion
2013-03-07 16:45:32.580541,M306,ON,Control4-Motion
2013-03-07 16:45:35.020797,M306,OFF,Control4-Motion
2013-03-07 16:46:05.763155,M306,ON,Control4-Motion
2013-03-07 16:46:06.889152,M306,OFF,Control4-Motion
2013-03-07 16:46:08.575320,M306,ON,Control4-Motion
2013-03-07 16:46:13.077107,M306,OFF,Control4-Motion
2013-03-07 16:46:13.640278,M306,ON,Control4-Motion
2013-03-07 16:46:26.574453,M306,OFF,Control4-Motion
2013-03-07 16:46:30.136638,M306,ON,Control4-Motion
2013-03-07 16:46:43.261999,M306,OFF,Control4-Motion
2013-03-07 16:46:43.269235,LS306,08,Control4-LightSensor
2013-03-07 16:46:44.013575,M306,ON,Control4-Motion
2013-03-07 16:46:45.137172,M306,OFF,Control4-Motion
2013-03-07 16:47:30.914977,M306,ON,Control4-Motion
2013-03-07 16:47:37.065357,M306,OFF,Control4-Motion
2013-03-07 16:47:47.563347,M306,ON,Control4-Motion
2013-03-07 16:47:50.381599,M306,OFF,Control4-Motion
2013-03-07 16:47:50.393224,LS306,09,Control4-LightSensor
2013-03-07 16:57:48.287658,LS306,08,Control4-LightSensor
2013-03-07 17:03:22.912692,M306,ON,Control4-Motion
2013-03-07 17:03:25.721622,M306,OFF,Control4-Motion
2013-03-07 17:05:16.335164,M306,ON,Control4-Motion
2013-03-07 17:05:18.586341,M306,OFF,Control4-Motion
2013-03-07 17:05:18.594626,LS306,07,Control4-LightSensor
2013-03-07 17:07:13.700171,M306,ON,Control4-Motion
2013-03-07 17:07:13.709013,LS306,00,Control4-LightSensor
2013-03-07 17:07:15.760432,M306,OFF,Control4-Motion
2013-03-07 17:07:19.137418,M306,ON,Control4-Motion
2013-03-07 17:07:21.197080,M306,OFF,Control4-Motion
2013-03-07 17:07:27.383200,M306,ON,Control4-Motion
2013-03-07 17:07:29.635252,M306,OFF,Control4-Motion
2013-03-07 17:55:40.967752,M306,ON,Control4-Motion
2013-03-07 17:55:44.145329,M306,OFF,Control4-Motion
2013-03-07 17:55:46.024920,M306,ON,Control4-Motion
2013-03-07 17:55:48.649918,M306,OFF,Control4-Motion
2013-03-07 18:05:47.865509,LS306,08,Control4-LightSensor
2013-03-07 18:53:34.413627,M306,ON,Control4-Motion
2013-03-07 18:53:34.420934,LS306,07,Control4-LightSensor
2013-03-07 18:53:36.861801,M306,OFF,Control4-Motion
2013-03-07 18:53:46.411435,M306,ON,Control4-Motion
2013-03-07 18:53:49.983688,M306,OFF,Control4-Motion
