
2013-03-06 15:13:30.090473,M311,ON,Control4-Motion
2013-03-06 15:13:30.097626,LS311,11,Control4-LightSensor
2013-03-06 15:13:30.105898,BATV311,7128,Control4-BatteryVoltage
2013-03-06 15:13:30.113164,BATP311,70,Control4-BatteryPercent
2013-03-06 15:13:32.115194,M311,OFF,Control4-Motion
2013-03-06 15:13:35.116654,M311,ON,Control4-Motion
2013-03-06 15:13:36.244586,M311,OFF,Control4-Motion
2013-03-06 15:14:36.253145,M311,ON,Control4-Motion
2013-03-06 15:14:36.260101,LS311,10,Control4-LightSensor
2013-03-06 15:14:38.487047,M311,OFF,Control4-Motion
2013-03-06 15:14:38.497771,LS311,11,Control4-LightSensor
2013-03-06 15:14:46.358164,M311,ON,Control4-Motion
2013-03-06 15:14:48.986592,M311,OFF,Control4-Motion
2013-03-06 15:15:16.013482,M311,ON,Control4-Motion
2013-03-06 15:15:16.023307,LS311,10,Control4-LightSensor
2013-03-06 15:15:18.236198,M311,OFF,Control4-Motion
2013-03-06 15:15:18.243453,LS311,11,Control4-LightSensor
2013-03-06 15:15:42.613719,M311,ON,Control4-Motion
2013-03-06 15:15:42.622060,LS311,10,Control4-LightSensor
2013-03-06 15:15:45.418630,M311,OFF,Control4-Motion
2013-03-06 15:15:52.544109,M311,ON,Control4-Motion
2013-03-06 15:15:52.554493,LS311,05,Control4-LightSensor
2013-03-06 15:15:54.791756,M311,OFF,Control4-Motion
2013-03-06 15:15:54.800713,LS311,03,Control4-LightSensor
2013-03-07 16:19:38.899302,M311,ON,Control4-Motion
2013-03-07 16:19:38.907889,LS311,12,Control4-LightSensor
2013-03-07 16:19:38.915402,BATV311,7089,Control4-BatteryVoltage
2013-03-07 16:19:38.923668,BATP311,70,Control4-BatteryPercent
2013-03-07 16:19:39.779380,M311,OFF,Control4-Motion
2013-03-07 16:26:25.107420,M311,ON,Control4-Motion
2013-03-07 16:26:25.471572,M311,OFF,Control4-Motion
2013-03-07 16:26:25.478687,LS311,11,Control4-LightSensor
2013-03-07 16:29:50.655421,M311,ON,Control4-Motion
2013-03-07 16:29:52.693614,M311,OFF,Control4-Motion
2013-03-07 16:35:29.410521,M311,ON,Control4-Motion
2013-03-07 16:35:31.658942,M311,OFF,Control4-Motion
2013-03-07 16:35:34.094624,M311,ON,Control4-Motion
2013-03-07 16:35:36.530016,M311,OFF,Control4-Motion
2013-03-07 16:35:55.083198,M311,ON,Control4-Motion
2013-03-07 16:35:57.143965,M311,OFF,Control4-Motion
2013-03-07 16:35:58.460271,M311,ON,Control4-Motion
2013-03-07 16:35:59.585919,M311,OFF,Control4-Motion
2013-03-07 16:37:38.592192,M311,ON,Control4-Motion
2013-03-07 16:37:41.385553,M311,OFF,Control4-Motion
2013-03-07 16:37:46.820316,M311,ON,Control4-Motion
2013-03-07 16:37:49.825320,M311,OFF,Control4-Motion
2013-03-07 16:37:59.755351,M311,ON,Control4-Motion
2013-03-07 16:38:01.450778,M311,OFF,Control4-Motion
2013-03-07 16:38:14.196080,M311,ON,Control4-Motion
2013-03-07 16:38:16.636154,M311,OFF,Control4-Motion
2013-03-07 16:39:13.441818,M311,ON,Control4-Motion
2013-03-07 16:39:15.878207,M311,OFF,Control4-Motion
2013-03-07 16:45:19.617205,M311,ON,Control4-Motion
