
2009-08-24 00:00:00.000009,M046,OFF,
2009-08-24 00:00:01.039408,M048,OFF,
2009-08-24 00:00:19.034964,M050,ON,R1_Wandering_in_room begin,
2009-08-24 00:00:19.078563,M044,ON,
2009-08-24 00:00:21.029362,M046,ON ,
2009-08-24 00:00:21.095411,M044,OFF,
2009-08-24 00:00:22.077674,M050,OFF,
2009-08-24 00:00:25.061429,M046,OFF,
2009-08-24 00:00:41.015317,M044,ON,
2009-08-24 00:00:43.054643,M044,OFF,
2009-08-24 00:00:56.086543,M044,ON,
2009-08-24 00:00:57.002937,M050,ON,
2009-08-24 00:00:59.088501,M044,OFF,
2009-08-24 00:01:00.030996,M046,ON ,
2009-08-24 00:01:00.074552,M050,OFF,
2009-08-24 00:01:02.022729,M047,ON,
2009-08-24 00:01:04.013679,M046,OFF,
2009-08-24 00:01:07.000098,M047,OFF,
2009-08-24 00:01:11.078341,M047,ON,
2009-08-24 00:01:12.064468,M046,ON,
2009-08-24 00:01:14.034923,M048,ON,
2009-08-24 00:01:16.097241,M048,OFF,
2009-08-24 00:01:19.039213,M046,OFF,
2009-08-24 00:01:22.017356,M048,ON,
2009-08-24 00:01:23.087514,M047,OFF,
2009-08-24 00:01:24.029356,M047,ON,
2009-08-24 00:01:28.063751,M047,OFF,
2009-08-24 00:01:32.031562,M047,ON,
2009-08-24 00:01:32.007343,M048,OFF,
2009-08-24 00:01:37.099349,M046,ON,
2009-08-24 00:01:39.097211,M046,OFF,
2009-08-24 00:01:40.039576,M047,OFF,
2009-08-24 00:01:41.004699,M045,ON,
2009-08-24 00:01:50.017958,M045,OFF,
2009-08-24 00:01:52.010081,M045,ON,
2009-08-24 00:01:53.038696,M045,OFF,
2009-08-24 00:01:58.016363,M045,ON,
2009-08-24 00:02:09.084574,M045,OFF,
2009-08-24 00:02:10.002589,M045,ON,
2009-08-24 00:02:16.034348,M045,OFF,
2009-08-24 00:02:16.078363,M045,ON,
2009-08-24 00:02:19.020443,M050,ON,
2009-08-24 00:02:20.025331,M045,OFF,
2009-08-24 00:02:21.001098,M045,ON,
2009-08-24 00:02:21.005446,M050,OFF,
2009-08-24 00:02:47.069235,M045,OFF,
2009-08-24 00:02:49.021995,M045,ON,
2009-08-24 00:02:56.007939,M045,OFF,
2009-08-24 00:03:05.034544,M044,ON,
2009-08-24 00:03:05.079393,M050,ON,
2009-08-24 00:03:07.056445,M049,ON,
2009-08-24 00:03:07.099491,M044,OFF,
2009-08-24 00:03:09.010168,M050,OFF,
2009-08-24 00:03:11.096629,M048,ON,
2009-08-24 00:03:12.082056,M049,OFF,
2009-08-24 00:03:13.089574,M047,ON,
2009-08-24 00:03:14.032366,M048,OFF,
2009-08-24 00:03:14.007636,M046,ON,
2009-08-24 00:03:15.001834,M047,OFF,
2009-08-24 00:03:17.016398,M047,ON,
2009-08-24 00:03:17.081365,M048,ON,
2009-08-24 00:03:19.033351,M046,OFF,
2009-08-24 00:03:19.007735,M047,OFF,
2009-08-24 00:03:21.050985,M049,ON,
2009-08-24 00:03:23.003442,M048,OFF,
2009-08-24 00:03:24.013079,M049,OFF,
2009-08-24 00:03:24.077443,M047,ON,
2009-08-24 00:03:26.000077,M046,ON,
2009-08-24 00:03:29.052411,M046,OFF,
2009-08-24 00:03:31.072618,M046,ON,
2009-08-24 00:03:32.013466,M048,ON,
2009-08-24 00:03:33.002407,M046,OFF,
2009-08-24 00:03:35.002034,M047,OFF,
2009-08-24 00:03:36.003573,M047,ON,
2009-08-24 00:03:36.005893,M046,ON,
2009-08-24 00:03:39.072252,M048,OFF,
2009-08-24 00:03:40.060126,M048,ON,
2009-08-24 00:03:43.019036,M046,OFF,
2009-08-24 00:03:44.004397,M047,OFF,
2009-08-24 00:03:47.074558,M047,ON,
2009-08-24 00:03:47.076889,M048,OFF,
2009-08-24 00:03:47.079198,M046,ON,
2009-08-24 00:03:56.039023,M048,ON,
2009-08-24 00:03:58.018295,M048,OFF,
2009-08-24 00:03:58.085184,M047,OFF,
2009-08-24 00:04:02.053191,M046,OFF,
2009-08-24 00:04:04.000346,M046,ON,
2009-08-24 00:04:06.021371,M046,OFF,
2009-08-24 00:04:06.063439,M047,ON,
2009-08-24 00:04:07.028416,M046,ON,
2009-08-24 00:04:08.037153,M047,OFF,
2009-08-24 00:04:10.038005,M047,ON,
2009-08-24 00:04:10.040337,M046,OFF,
2009-08-24 00:04:11.068584,M046,ON,
2009-08-24 00:04:12.032025,M047,OFF,
2009-08-24 00:04:12.096032,M047,ON,
2009-08-24 00:04:14.090358,M047,OFF,
2009-08-24 00:04:16.035984,M047,ON,
2009-08-24 00:04:16.038316,M046,OFF,
2009-08-24 00:04:18.054365,M047,OFF,
2009-08-24 00:04:19.017999,M046,ON,
2009-08-24 00:04:20.027092,M047,ON,
2009-08-24 00:04:24.026216,M048,ON,
